label,tweet
POSITIVE,11 Increasing budget for universities and higher education besides free education until class 12 12 A national security doctrine based on the recommendations of Lt General Retd DS Hooda #congressmanifesto2019 #congressmanifesto #India #Elections2019 #RahulGandhi
POSITIVE,Rahul Gandhi is giving this time speech He is saying that we will lend the farmer to the bank and then he will not go to jail if he is not paid or not
NEUTRAL,Rahul Gandhi se expectation nahi bro
NEGATIVE,Abe hutiye ek baar accept karo muslim terrorist Uske baad maze dekho
POSITIVE,Charsi Pappu ko khud nahi pata wo kya promise kar raha
POSITIVE,Very True An ideal candidate to replace RahulGandhi as the President of INCIndia So when is the change happening
NEUTRAL,Dacoit planning a massive robbery
POSITIVE,Keywords from speeches Narendra Modi Rahul Gandhi Hindu Jobs Muslim Growth Atankwaad Development Pakistan Environment Kabristan Future What will you choose
NEGATIVE,RahulGandhi i dare you to have debate with Swamy39 on any issue in which you think have knowledge and understanding Swamy ji will kick you out so badly so that you would be never able to ask for debate if you done believe watch debate with prakashraaj
NEUTRAL,Madam corruption pe bhi RahulGandhi debate karna chahte hai
NEUTRAL,Dar geya Feku
NEGATIVE,Count one by one let them be httpdefensiveBy making all desaster how can they question and offensive
NEUTRAL,#LokSabhaElections2019 #LokSabhaElections #Congress KPCCPresident dineshgrao along with minister utkhader and #DakshinaKannada candidate #MithunRai at #Mangaluru DeccanChronicle AICCMedia INCIndia INCKarnataka DKDistrictCong1 RahulGandhi priyankagandhi
NEGATIVE,RahulGandhi Hindu terror narrative created by INCIndia Sab hindu hai Batala house encounter Sonia RajMata cried Salman Khurshid 1984 Sikh riots never happened Congressi terror Compliance of your Menifesto Garibi Hatao Since 1947 dede National Herald bail pe ho
NEGATIVE,As expected INCIndia RahulGandhi have basically given least importance to National security while trying to fool the poor amp the ignorant by false promises None asked the source of the funding for NYAY whose gonna bear the brunt for it Pakistanis amp Chinese would luv this
NEGATIVE,RahulGandhi PChidambaramIN INCIndia I saw the manifesto where were you before NDA govt You got 2 terms you mean drmanmohan ji failed to impress the Indian people What will be the source of money to overcome this I couldnt see anything for tax payer
POSITIVE,Thank you RahulGandhi for the Manifesto which clearly says that it will generate WEALTH which will be used for the poor AIPCMumbaiWest AIPCMaha INCMumbai JhaSanjay INCIndia
POSITIVE,The man hits his manifesto #RahulWayanadDebate #RahulGandhi #congressmanifesto2019 #India Here are some of the likely issues that the Congress manifesto could focus on 1 NYAY the minimum guarantee scheme for BPL families which Rahul Gandhi had unveiled last week
POSITIVE,The Congress Party is proud to announce we have launched our 2019 Manifesto for the ensuing Lok Sabha elections Find it here httpwwwmanifestoincin RahulGandhi ghulamnazad ahmedpatel khushsundar divyaspandana SanjaySDutt manickamtagore jothims #CongressManifesto20109
NEUTRAL,medical store par burnol milta haikahred lein sir
NEGATIVE,The 2019 elections are crucial for Indias future and our childrens future The choices before our citizens are crystal clear Do we choose freedom or fear Do we choose harmony or hatred Do we choose inclusion or exclusion RahulGandhi in #CongressManifesto
POSITIVE,We are all Hindus says #RahulGandhi But he is sure his Minority friends will vote for him in Wyanad
NEUTRAL,How to loot #India more under governance #LokSabhaElections2019 #CongressManifesto2019 #RahulGandhi #CongressMuktBharat #BharatBoleModiModi #IndiaWithNaMo #IndiaSaysNaMoAgain
POSITIVE,My suggestion Tax all people who have shown properties worth more than 10 Crores ten percent of their propertys value as Nyay tax and create a corpus This should include all properties and should not exclude anyone Take up the challenge Rahul Gandhi
NEUTRAL,RahulGandhi is contesting from a seat where all Indians will vote and it is in India He is not contesting from out of the country
NEGATIVE,I didnt want a single thing in the manifesto to be a lie Congress President RahulGandhi #Congressmanifesto2019
NEGATIVE,Totally fake survey
POSITIVE,Manmohantweets Sir at least now STOP praising Emperors New Clothes They are NOT your boss anymore #CongressManifesto2019 ndtv abpnewstv IndiaToday TimesNow republic News18India #RahulGandhi #SoniaGandhi
POSITIVE,RahulGandhi INCIndia So dear Pappu urf Gappu U r admitting that there was #Anayay in India during last 70 Years and Ur Dynasty #Congress denied #NYAY to the Citizens of this Country and the Nation
NEUTRAL,Gaddars he doesnt have manners
POSITIVE,RahulGandhi INCIndia So dear Pappu urf Gappu U r admitting that there was #Anayay in India during last 70 Years and Ur Dynasty #Congress denied #NYAY to the Citizens of this Country and the Nation
NEGATIVE,Laughable thats all it is loosing in Amethi and running to wayanad may loose there too
POSITIVE,Nehru Indira Rajiv MKG r only names qualified for naming places etc Its high time we restrict these names to a few and rename rest suitably Wish Sonia RahulGandhi priyankagandhi a grand defeat n Long Life so that they dont get killed n their names dont appearRavinarIN
POSITIVE,I will vote a candidate who gives a written assurance that heshe will not claim pension #NoPensionToMPMLA ShashiTharoor PandaJay otvnews ANI SatpathyLive RahulGandhi rsprasad ravishndtv SatyaPrNayak BDUTT thewirein TheQuint
NEGATIVE,Nathuram Godse at worst was a simple murderer Murderers like him are there to be found in every community in plenty
POSITIVE,Absolutely impressive press conference by Rahul Gandhi after releasing the manifesto
NEGATIVE,A murderer not a terrorist Know the difference
NEUTRAL,RahulGandhi why now Why not in 2004 2009 or 1991
NEUTRAL,I spoke to and told them Liberal Democrat and humble
NEUTRAL,Sooperb jithe real voice of people #CongressManifesto2019
NEGATIVE,File a FIR and ask PC to fight the case
POSITIVE,Open up dialogue with all stakeholders in JK without any preconditions says Rahul Gandhi
NEGATIVE,asadowaisi saheb Bad News RahulGandhi has just confirmed that all Indians are #Hindus
NEUTRAL,Krantikari Understood
POSITIVE,Rahul Gandhi throws an open challenge to PM Modi for a debate with him Wo chhup rahe hain Wo dar rahe hain Sacche muddon par baat nahi kar rahe I challenge him for a one on one debate with me
NEGATIVE,RahulGandhi says that economic issues will dominate Balakote narrative Jobs and farmers are the issue
NEGATIVE,INCIndia Not secure rssurjewala RahulGandhi priyankagandhi priyankagandhi rishibagree AskAnshul BJP4India sambitswaraj
NEGATIVE,The people of south India is feeling hostility In the decision making process the Modi government doesnt include South Indians I said the people of south India that We are with you and I am standing with you RahulGandhi
POSITIVE,Hope pallavighosh answers which newspaper she is reading to RahulGandhi Ask him about Left alliance in Kerala amp he answers something else
NEUTRAL,Sab log Hindu hai Rahul Gandhi I will vote for you Even Swamy39 will vote for him now #congressmanifesto2019
NEGATIVE,Asitosh 83B pls dont expose your foolishness by labeling Godse as a terrorist
NEUTRAL,RahulGandhi which area is #SouthIndia
POSITIVE,Yes ArnabSudharshanAnajnaShweta on the way
NEGATIVE,Lol Rahul Gandhi insult pallavighosh by saying what newspapers you read You know nothing
POSITIVE,#rahuldealwithscamsters Its shocking but true Shocking because RahulGandhi is the president of Congress party which ruled india for more than 55 years True because corruption runs in the DNA of #RafaleGandhi Janata Your Vote Your Voice
POSITIVE,Every time you are coating Modi hi not fulfilled his 15 lakhs deposit to every Indian Please show me the 2014 bjp manifesto with the proof Dont always wrong guide
POSITIVE,So far Least attention has given to farming sector and associated policy If something like it happens its really welcome step At least we will start talking on it
POSITIVE,What is the Buisness of Rahul Gandhis family From where family has created more than 700000000 CR money estimated by publicswhat work Congress hg as done for growth of country except criticism
NEGATIVE,Question RahulGandhi on Hindu terror amp he answers Ambani
NEUTRAL,#CongressManifesto2019 Today Launch by CP RahulGandhi at Delhi Press
NEUTRAL,BJP said farmer loan isnt doable BJP said MANAREGA isnt doable RahulGandhi says NYAY is doable #CongressManifesto
NEGATIVE,Why journalists have to ask any question to Rahul Gandhi by naming BJP Why cant they ask question directly Scared of what
POSITIVE,Robert Vadra Gandhi Dynasty must sponsor Nuantam Ayay Yojajana by themselves dont burden taxpayer to give free salaries and taxpayer never endorsed your scheme priyankac19 LambaAlka NupurSharmaBJP
NEUTRAL,Surjewala Rahul Gandhi said we are going to give Rs 72000 Priyanka
NEGATIVE,Waiting for Feku and BJP Manifesto to copy ideas and schemes from #CongressManifesto I want to thank Rahul Gandhi for including Petrol and Diesel as part of GST Many Mumbaikars like me have have made this demand for very long time but Modi Govt ignored it #2019Manifesto
POSITIVE,RahulGandhi So you are accepting it that in last five years govt Had done tremendous work related to transparent and DBT to beneficiary Which was directly going in pockets of Others in last 70 years Great Great Great narendramodi ji finally Pappu Pass Ho gaya
NEGATIVE,Who should be responsible of killing of millions during partition or those killings should categories into natural disaster
POSITIVE,this the best ever For 3 years youth of the country will need no permission for starting a business Need to jump start the economy says INCIndia manifesto OfficeOfRG nsui RahulGandhi
NEGATIVE,PM can hide but cant run RahulGandhi
NEGATIVE,We said Gareebi par war 72 hazar Modi ji is shocked and now hiding behind various things Let me tell him Chowkidar chhup sakta hai bhag nahi sakta Rahul Gandhi after manifesto launch
NEUTRAL,#CongressManifesto2019 #Congress #RahulGandhi
NEGATIVE,Irony died a thousand deaths RahulGandhi is talking of eradicating corruption Tgis coming from someone who is out on bail for fraud under Section 420
POSITIVE,Cong manifesto can b a game changer RahulGandhi ground feedback gr8 idea Wealth amp welfare talk relief 2 those fearing complete left turn
POSITIVE,RahulGandhi speaks about a united JampK amp a solid policy for internal security whereas his best friend OmarAbdullah talks about a separate PM amp President So isnt this declaration just a sham as usual
NEUTRAL,congress dil se nitishnagar97 NikunjDixit4 RahulGandhi
NEGATIVE,RahulGandhi Request you please refrain from taking foot step of President Hogo Chavez and immediately appolige for Minimum guaranteed Income This will destroy the nation Enclosed my request letter sudhirchaudhary narendramodi republic jeetensingh ichiragpaswan
NEUTRAL,Garibo par waar 72 hazaar this would be the narrative for 2019 elections RahulGandhi
NEUTRAL,You mean you are still on the Bullock cart
NEGATIVE,There is an economic emergency in the country Modi has implemented GST in haste the small and medium entrepreneurs are in stressed The Govt has also banned note We will give a jump in Indian economy RahulGandhi
NEUTRAL,Wah madam
NEUTRAL,First he explain how will he generate money Than make announcements
POSITIVE,Unlike Congress party which considers 48 year old RahulGandhi as the the youth icon narendramodi amp BJP4Karnataka really understand the meaning of youth
NEUTRAL,Every taxpayers are asking how will he generate fund
NEGATIVE,RahulGandhi There should be a separate budget for agriculturalist Inability of a kisan not to pay back loan will not be considered a criminal offence It will be made a civil offence ProfCong ShashiTharoor SalmanSoz szarita drjgeetareddy ameetasinh DhillonVijay
POSITIVE,all will sit at home and get your money so in future no exportsbusiness or employments as only money distributor needed which can be trusted as cong need 5050 distribution
POSITIVE,News paper coverage Thanks to the people to vill Kami for this welcome and support #youthcongress RahulGandhi rssurjewala keshavyadaviyc srinivasiyc vbwalia CHOTIWALA chauhan770
NEUTRAL,Isku denahe nahe sirf bevakhuf bannana hai
POSITIVE,So Rahul Gandhi proposes to increase defence spendingnaturally more commissions to pocket review AFSPA welcome Pak and cohorts in and so on
NEGATIVE,MrRG never promise which is not possible need improvement in business and work not free money if you give this you are making India more lazy then your 65 years govt and future will be sit at home and eat as all work for food and their facilities so if you give free then
POSITIVE,There will be great focus on national security RahulGandhi
POSITIVE,Five crs will become rich but all tax payers will become beggars and Indian economy ram bharose
NEGATIVE,In the last 5 years the government has worked for spreading hatred in the society We have witnessed in Kashmir Our government will work for unifying the country RahulGandhi
NEGATIVE,Omar Abdullah Your alliance partner Terrorist suppoerter Toilet paper Menifesto 2019
NEGATIVE,Farm loan default will not longer be a criminal offence but a civil one says congress president RahulGandhi at #CongressManifesto2019 launch
NEGATIVE,So all the check boxes were ticked in 2014 What India doesnt need is a Buffon called RahulGandhi
NEGATIVE,RahulGandhi you should also declare how you will bring this money to transfer poor people Dont make the people of India Fool or Dont think they r fool #FakePromise
NEUTRAL,The Modi government has reduced the education budget We will spend 6 percent of our GDP on our education Rahul Gandhi
NEGATIVE,R u serious
POSITIVE,Who do you think will make a better King Haughty bigoted non consulting etc person or a below normal intelligence pleasant accommodative person Ofcourse it will be for enlightened electorate to decide while we just confabulate and confuse each other on SM
NEGATIVE,Dont return your loans Its not criminal case for kisan Vaise suna hai Vadra poor kisan
POSITIVE,Even if the farmers not able to pay loan there will be no criminal offence It will be a civil case RahulGandhi
