id,label,tweet,tidy_tweet
13532,,Its the spill over of Muslim angst at Hindu power in secualr sphere MallikarjunINC ahmedpatel ghulamnazad JMScindia SachinPilot DrAMSinghvi ManishTewari ShashiTharoor rssurjewala divyaspandana priyankac19 RahulGandhi ShekharGupta BDUTT Nidhi OmarAbdullah,it the spill over muslim angst hindu power secualr sphere mallikarjuninc ahmedpatel ghulamnazad jmscindia sachinpilot dramsinghvi manishtewari shashitharoor rssurjewala divyaspandana priyankac rahulgandhi shekhargupta bdutt nidhi omarabdullah
13533,,#ModiMatBanao RahulGandhi Allavaru keshavyadaviyc srinivasiyc JogeshwariEgirl pratibhaiyc1 JebiMather vbwalia SandeepsRissam IYC,#modimatbanao rahulgandhi allavaru keshavyadaviyc srinivasiyc jogeshwariegirl pratibhaiyc jebimath vbwalia sandeepsrissam iyc
13534,,#ModiMatBanao RahulGandhi Allavaru keshavyadaviyc srinivasiyc JogeshwariEgirl pratibhaiyc1 JebiMather vbwalia SandeepsRissam IYC,#modimatbanao rahulgandhi allavaru keshavyadaviyc srinivasiyc jogeshwariegirl pratibhaiyc jebimath vbwalia sandeepsrissam iyc
13535,,#ModiMatBanao RahulGandhi Allavaru keshavyadaviyc srinivasiyc JogeshwariEgirl pratibhaiyc1 JebiMather vbwalia SandeepsRissam IYC,#modimatbanao rahulgandhi allavaru keshavyadaviyc srinivasiyc jogeshwariegirl pratibhaiyc jebimath vbwalia sandeepsrissam iyc
13536,,#ModiMatBanao RahulGandhi Allavaru keshavyadaviyc srinivasiyc JogeshwariEgirl pratibhaiyc1 JebiMather vbwalia SandeepsRissam IYC,#modimatbanao rahulgandhi allavaru keshavyadaviyc srinivasiyc jogeshwariegirl pratibhaiyc jebimath vbwalia sandeepsrissam iyc
13537,,#ModiMatBanao RahulGandhi Allavaru keshavyadaviyc srinivasiyc JogeshwariEgirl pratibhaiyc1 JebiMather vbwalia IYC SandeepsRissam,#modimatbanao rahulgandhi allavaru keshavyadaviyc srinivasiyc jogeshwariegirl pratibhaiyc jebimath vbwalia iyc sandeepsrissam
13538,,#ModiMatBanao RahulGandhi Allavaru keshavyadaviyc srinivasiyc JogeshwariEgirl pratibhaiyc1 JebiMather vbwalia SandeepsRissam IYC,#modimatbanao rahulgandhi allavaru keshavyadaviyc srinivasiyc jogeshwariegirl pratibhaiyc jebimath vbwalia sandeepsrissam iyc
13539,,Even if Rahul is right these vacanvies may not have been surfaced overnight but most of it may be overshhot of UPA govt where they only appointed the people who had faith in Congress doctrine of Corruption and bribery,even rahul right these vacanvi may not have been surfac overnight but most may overshhot upa govt where they onli appoint the peopl who had faith congress doctrin corrupt and briberi
13540,,actually fool to aap bane jaha gaye taw me ticket nahi mila,actual fool aap bane jaha gay taw ticket nahi mila
13541,,First of all you focus on your own job Its under threat Modi is enough to take care of the country,first all you focu your own job it under threat modi enough take care the countri
13542,,thanks Bhai love you,thank bhai love you
13543,,Seriously But the whole world knows what is Rahul famous for Happy Rowl Day And all the best for May 23rd,serious but the whole world know what rahul famou for happi rowl day and all the best for may
13544,,All Congress worker INCIndia you will get baby like The great RahulGandhi urf Pappu aprilfool #DynastyMuktBharat #BJPWinning RssKanishk NeetuGarg6 Nehagoswami0722 mritj4u rss lappaka Sapna3 ranjn108 SUMERCH65512971 renu18 MousamiSingh1 Modi4Vikas #PappuDiwas,all congress worker incindia you will get babi like the great rahulgandhi urf pappu aprilfool #dynastymuktbharat #bjpwin rsskanishk neetugarg nehagoswami mritj rss lappaka sapna ranjn sumerch renu mousamisingh modi vika #pappudiwa
13545,,I would love to see this But cant believe you today being 1st April,would love see thi but cant believ you today be april
13546,,This shows Rahul Gandhi has realised that he is going to loose Amethi,thi show rahul gandhi ha realis that go loos amethi
13547,,Ye mitti ko dhalne jaisa kam h atithi vidwano kajo dash ki odisha aur dasha dono hi tay karte h,mitti dhaln jaisa kam atithi vidwano kajo dash odisha aur dasha dono tay kart
13548,,Amit shah after that if possible,amit shah after that possibl
13549,,Instead of any rhetoric NarendraModi or AmitShah must contest against RahulGandhi at #Wayanad The defeat of Gandhiscion will boost #CongressMuktBharat agenda of #BJP We got to wait and see if these two Politicians full of hollowness take up the challenge #Elections2019,instead ani rhetor narendramodi amitshah must contest against rahulgandhi #wayanad the defeat gandhiscion will boost #congressmuktbharat agenda #bjp got wait and see these two politician full hollow take the challeng #elect
13550,,Happy #RahulGandhi Day,happi #rahulgandhi day
13551,,#NpsGoBack #OPS Come back,#npsgoback #op come back
13552,,Jub tak Modi ji hai janta ko papu koi Nahi Bana Sakta happy RahulGandhi day #PappuDiwas,jub tak modi hai janta papu koi nahi bana sakta happi rahulgandhi day #pappudiwa
13553,,D Achievements of NaMo as below 1 3700 Crfor adv 2 3600 crfor Shivaji statue 3 2900 cr for Patel statue But they dont have 25 cr for maintainence of Red fortTraitors of the country during freedom struggle do not know the value of national monuments khushsundar RahulGandhi at Mumbai Cafe,achiev namo below crfor adv crfor shivaji statu for patel statu but they dont have for maintain red forttraitor the countri dure freedom struggl not know the valu nation monument khushsundar rahulgandhi mumbai cafe
13554,,#PappuDiwas #PappuDay #PuriGandhiFamilyChorHai #Congress #RahulGandhi,#pappudiwa #pappuday #purigandhifamilychorhai #congress #rahulgandhi
13555,,Tere ghar par bhi rahul gandhi pappu jese hi bache peda hoe,tere ghar par bhi rahul gandhi pappu jese bach peda hoe
13556,,RahulGandhi IYC INCIndia INCKerala,rahulgandhi iyc incindia inckerala
13557,,Keerthi azad become mad MODIJI not allowed Keerthi Azad to loot So he joined Congress to loot India Can we call these kind of peoples as bastard As they can kill India for money,keerthi azad becom mad modiji not allow keerthi azad loot join congress loot india can call these kind peopl bastard they can kill india for money
13558,,Sanjay Jha its #PappuDiwas #PappuDay dont hurt your #RahulGandhi,sanjay jha it #pappudiwa #pappuday dont hurt your #rahulgandhi
13559,,PMOIndia TeamSwachh TeamBJP SwachhBharatApp ArvindKejriwal AamAadmiParty INCIndia RahulGandhi yadavakhilesh myogiadityanath News18UP ZeeNews indiatvnews ZeeNewsHindi reporttaka indian24news BJP4India BJP4UP smritiirani narendramodi AmitShah rajnathsingh,pmoindia teamswachh teambjp swachhbharatapp arvindkejriw aamaadmiparti incindia rahulgandhi yadavakhilesh myogiadityanath new zeenew indiatvnew zeenewshindi reporttaka indian news bjp india bjp smritiirani narendramodi amitshah rajnathsingh
13560,,sakshijoshii dear Sakshi what modi ji done in last 5 years today India enjoying his day but I am sure RahulGandhi ji will prove Congress has proven in mpcg n Rajasthan Atleast tried for the people but what a jumla sarkar done previously is utterly shameless Saling lie,sakshijoshii dear sakshi what modi done last year today india enjoy hi day but sure rahulgandhi will prove congress ha proven mpcg rajasthan atleast tri for the peopl but what jumla sarkar done previous utterli shameless sale lie
13561,,Its funny to see you comparing narendramodi and RahulGandhi,it funni see you compar narendramodi and rahulgandhi
13562,,Have a look at future prospects for the youth of developing INDIA,have look futur prospect for the youth develop india
13563,,RahulGandhi a good bunch of these vacancies belong to #ssccgl 2017the aspirants have cleared three stages but are now standing at crossroads as the exam results is currently sub judice The India youth is apoplectic over the current scenario of exam conducting commissions,rahulgandhi good bunch these vacanc belong #ssccgl the aspir have clear three stage but are now stand crossroad the exam result current sub judic the india youth apoplect over the current scenario exam conduct commiss
13564,,Pls arrange same type of debate in Andhra Pradesh pls pls pls pls pls with ncbn ysjagan and PawanKalyan,pl arrang same type debat andhra pradesh pl pl pl pl pl with ncbn ysjagan and pawankalyan
13565,,Meanwhile MMS Sir has not Contributed any reaction on Nyaya Pay outs Promised by Congress Leadership An Eminently justifiable expectation As for BJP Chartered Accounts are more Employablethan Economists,meanwhil mm sir ha not contribut ani reaction nyaya pay out promis congress leadership emin justifi expect for bjp charter account are more employablethan economist
13566,,Congress used to get its senior leaders elected from Maharashtra earlier Like PVNR or Ghulam Nabi Azad But now #rahulgandhi doesnt find the state a safe option Shows how deep the party has sunk amp the fear DevFadnavis has struck in Congress #LokSabhaElections2019,congress use get it senior leader elect from maharashtra earlier like pvnr ghulam nabi azad but now #rahulgandhi doesnt find the state safe option show how deep the parti ha sunk amp the fear devfadnavi ha struck congress #loksabhaelect
13567,,Happy modi day narendramodi RahulGandhi UpendraRLSP yadavtejashwi SanjayAzadSln #1stApril,happi modi day narendramodi rahulgandhi upendrarlsp yadavtejashwi sanjayazadsln stapril
13568,,RahulGandhi Apne Rajkumar boss ke liye aisi baatein nahin karte,rahulgandhi apn rajkumar boss liy aisi baatein nahin kart
13569,,Why are you bent upon jeopardizing rupasubramanya chances of getting a INCIndia ticket,whi are you bent upon jeopard rupasubramanya chanc get incindia ticket
13570,,Happy Rahul Gandhi day BJP4India BJP4Gujarat PMOIndia,happi rahul gandhi day bjp india bjp gujarat pmoindia
13571,,Jo log 25 lack per family for poors de nai pa rahe wo farebi 72000 per person de dengelogic BHI Isko sunke margaya INCIndia RahulGandhi BJP4India TajinderBagga,log lack per famili for poor nai rahe farebi per person dengelog bhi isko sunk margaya incindia rahulgandhi bjp india tajinderbagga
13572,,Yes thats what I am trying to understand why Rahul Gandhi had to go for Wayanad,ye that what tri understand whi rahul gandhi had for wayanad
13573,,Please watch Rahul Gandhi Live from Wanaparthy #TelanganasProgressWithCongress,pleas watch rahul gandhi live from wanaparthi #telanganasprogresswithcongress
13574,,An accused not convicted attending a political rally is condemnable right By that logic how another accused granted bail can go on addressing such rallies all across Yes Im talking of Rahul Gandhi,accus not convict attend polit ralli condemn right that logic how anoth accus grant bail can address such ralli all across ye talk rahul gandhi
13575,,April fool,april fool
13576,,BIG Breaking now RahulGandhi and narendramodi have agreed to a one on one televised debate on all issues to be telecast on all news channels on April 9 2 days before the voting begins Exact format and anchor yet to be decided More details soon watch this space,big break now rahulgandhi and narendramodi have agre one one televis debat all issu telecast all news channel april day befor the vote begin exact format and anchor yet decid more detail soon watch thi space
13577,,Is there any discrimination on food in any other country Vedic culture was keen on eating beef and later stopped for their brahminical survivality after the influence of Buddhism #Thinkbeforevote Lynchers or Protectors RahulGandhi myogiadityanath mkstalin AsiriyarKV,there ani discrimin food ani other countri vedic cultur wa keen eat beef and later stop for their brahmin surviv after the influenc buddhism #thinkbeforevot lyncher protector rahulgandhi myogiadityanath mkstalin asiriyarkv
